Fund Holdings as of,"03/Jul/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"BBCA","BANK CENTRAL ASIA","Financials","Equity","11,503,965.46","0.17","11,503,965.46","34,131,600.00","0.34","Indonesia","Indonesia Stock Exchange","IDR"
"TITAN","TITAN COMPANY LTD","Consumer Discretionary","Equity","11,405,172.06","0.17","11,405,172.06","243,457.00","46.85","India","National Stock Exchange Of India","INR"
"5274","ASPEED TECHNOLOGY INC","Information Technology","Equity","11,337,242.03","0.16","11,337,242.03","21,000.00","539.87","Taiwan","Gretai Securities Market","TWD"
"HINDUNILVR","HINDUSTAN UNILEVER LTD","Consumer Staples","Equity","11,278,308.28","0.16","11,278,308.28","487,918.00","23.12","India","National Stock Exchange Of India","INR"
"SHFL","SHRIRAM FINANCE LTD","Financials","Equity","11,264,537.87","0.16","11,264,537.87","1,008,550.00","11.17","India","National Stock Exchange Of India","INR"
"034730","SK INC","Industrials","Equity","11,180,221.15","0.16","11,180,221.15","24,765.00","451.45","Korea (South)","Korea Exchange (Stock Market)","KRW"
"NTPC","NTPC LTD","Utilities","Equity","11,143,418.11","0.16","11,143,418.11","2,977,023.00","3.74","India","National Stock Exchange Of India","INR"
"BEL","BHARAT ELECTRONICS LTD","Industrials","Equity","10,991,939.41","0.16","10,991,939.41","2,503,851.00","4.39","India","National Stock Exchange Of India","INR"
"EMIRATESNBD","EMIRATES NBD","Financials","Equity","10,927,761.94","0.16","10,927,761.94","1,309,887.00","8.34","United Arab Emirates","Dubai Financial Market","AED"
"MAYBANK","MALAYAN BANKING","Financials","Equity","10,834,753.13","0.16","10,834,753.13","4,084,100.00","2.65","Malaysia","Bursa Malaysia","MYR"
"3481","INNOLUX CORP","Information Technology","Equity","10,819,837.34","0.16","10,819,837.34","5,242,703.00","2.06","Taiwan","Taiwan Stock Exchange","TWD"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","10,819,945.03","0.16","10,819,945.03","62,903.00","172.01","Peru","New York Stock Exchange Inc.","USD"
"ETE","NATIONAL BANK OF GREECE SA","Financials","Equity","10,615,109.13","0.15","10,615,109.13","588,450.00","18.04","Greece","Athens Exchange S.A. Cash Market","EUR"
"2890","SINOPAC FINANCIAL HOLDINGS LTD","Financials","Equity","10,418,419.61","0.15","10,418,419.61","8,392,470.00","1.24","Taiwan","Taiwan Stock Exchange","TWD"
"4958","ZHEN DING TECHNOLOGY HOLDING LTD","Information Technology","Equity","10,359,220.79","0.15","10,359,220.79","540,437.00","19.17","Taiwan","Taiwan Stock Exchange","TWD"
"2884","E.SUN FINANCIAL HOLDING LTD","Financials","Equity","10,359,542.28","0.15","10,359,542.28","9,830,806.00","1.05","Taiwan","Taiwan Stock Exchange","TWD"
"CIMB","CIMB GROUP HOLDINGS","Financials","Equity","10,226,863.18","0.15","10,226,863.18","5,478,100.00","1.87","Malaysia","Bursa Malaysia","MYR"
