Fund Holdings as of,"02/Jul/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"CS","AXA SA","Financials","Equity","87,162,178.86","0.55","87,162,178.86","1,988,642.00","43.83","France","Nyse Euronext - Euronext Paris","EUR"
"BA.","BAE SYSTEMS PLC","Industrials","Equity","85,288,680.29","0.54","85,288,680.29","3,681,061.00","23.17","United Kingdom","London Stock Exchange","GBP"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Equity","82,632,595.20","0.52","82,632,595.20","165,696.00","498.70","Germany","Xetra","EUR"
"INVE B","INVESTOR CLASS B","Financials","Equity","81,485,769.08","0.51","81,485,769.08","2,235,013.00","36.46","Sweden","Nasdaq Omx Nordic","SEK"
"ABI","ANHEUSER-BUSCH INBEV SA","Consumer Staples","Equity","81,054,823.92","0.51","81,054,823.92","1,139,691.00","71.12","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"NWG","NATWEST GROUP PLC","Financials","Equity","80,274,769.12","0.51","80,274,769.12","10,121,853.00","7.93","United Kingdom","London Stock Exchange","GBP"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","79,002,932.12","0.50","79,002,932.12","186,026.00","424.69","Sweden","New York Stock Exchange Inc.","USD"
"ITX","INDUSTRIA DE DISENO TEXTIL SA","Consumer Discretionary","Equity","78,416,213.20","0.49","78,416,213.20","1,383,490.00","56.68","Spain","Bolsa De Madrid","EUR"
"DG","VINCI SA","Industrials","Equity","74,969,855.10","0.47","74,969,855.10","590,779.00","126.90","France","Nyse Euronext - Euronext Paris","EUR"
"GLEN","GLENCORE PLC","Materials","Equity","71,082,422.40","0.45","71,082,422.40","11,907,104.00","5.97","United Kingdom","London Stock Exchange","GBP"
"DBK","DEUTSCHE BANK AG","Financials","Equity","70,584,497.20","0.45","70,584,497.20","2,253,296.00","31.32","Germany","Xetra","EUR"
