Fund Holdings as of,"02/Jul/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LTD","Health Care","Equity","6,744,396.72","0.10","6,744,396.72","73,984.00","91.16","India","National Stock Exchange Of India","INR"
"QIBK","QATAR ISLAMIC BANK","Financials","Equity","6,734,389.80","0.10","6,734,389.80","1,137,815.00","5.92","Qatar","Qatar Exchange","QAR"
"6488","GLOBALWAFERS LTD","Information Technology","Equity","6,703,561.09","0.10","6,703,561.09","177,700.00","37.72","Taiwan","Gretai Securities Market","TWD"
"LTM","LATAM AIRLINES GROUP SA","Industrials","Equity","6,687,439.13","0.10","6,687,439.13","236,898,673.00","0.03","Chile","Santiago Stock Exchange","CLP"
"GAPB","GRUPO AEROPORTUARIO DEL PACIFICO","Industrials","Equity","6,574,407.99","0.10","6,574,407.99","260,058.00","25.28","Mexico","Bolsa Mexicana De Valores","MXN"
"TRENT","TRENT LTD","Consumer Discretionary","Equity","6,550,283.40","0.10","6,550,283.40","188,332.00","34.78","India","National Stock Exchange Of India","INR"
"BID","BID CORPORATION LTD","Consumer Staples","Equity","6,523,369.19","0.10","6,523,369.19","246,275.00","26.49","South Africa","Johannesburg Stock Exchange","ZAR"
"1150","ALINMA BANK","Financials","Equity","6,517,435.69","0.10","6,517,435.69","1,011,199.00","6.45","Saudi Arabia","Saudi Stock Exchange","SAR"
"ASELS.E","ASELSAN ELEKTRONIK SANAYI VE TICAR","Industrials","Equity","6,460,967.20","0.10","6,460,967.20","784,128.00","8.24","Turkey","Istanbul Stock Exchange","TRY"
"IMP","IMPALA PLATINUM LTD","Materials","Equity","6,412,939.99","0.10","6,412,939.99","598,244.00","10.72","South Africa","Johannesburg Stock Exchange","ZAR"
"HAR","HARMONY GOLD MINING COMPANY LIMITE","Materials","Equity","6,381,632.64","0.09","6,381,632.64","395,746.00","16.13","South Africa","Johannesburg Stock Exchange","ZAR"
"DSY","DISCOVERY LTD","Financials","Equity","6,341,704.97","0.09","6,341,704.97","384,780.00","16.48","South Africa","Johannesburg Stock Exchange","ZAR"
"CHILE","BANCO DE CHILE","Financials","Equity","6,284,850.63","0.09","6,284,850.63","31,824,550.00","0.20","Chile","Santiago Stock Exchange","CLP"
"BBRI","BANK RAKYAT INDONESIA (PERSERO)","Financials","Equity","6,269,742.21","0.09","6,269,742.21","41,937,350.00","0.15","Indonesia","Indonesia Stock Exchange","IDR"
"TVSMOTOR","TVS MOTOR COMPANY LTD","Consumer Discretionary","Equity","6,263,413.36","0.09","6,263,413.36","164,741.00","38.02","India","National Stock Exchange Of India","INR"
"ITC","ITC LTD","Consumer Staples","Equity","6,261,812.65","0.09","6,261,812.65","2,060,469.00","3.04","India","National Stock Exchange Of India","INR"
"TENAGA","TENAGA NASIONAL","Utilities","Equity","6,256,924.51","0.09","6,256,924.51","1,790,200.00","3.50","Malaysia","Bursa Malaysia","MYR"
"042660","HANWHA OCEAN LTD","Industrials","Equity","6,225,733.43","0.09","6,225,733.43","92,683.00","67.17","Korea (South)","Korea Exchange (Stock Market)","KRW"
"064350","HYUNDAI-ROTEM","Industrials","Equity","6,189,987.92","0.09","6,189,987.92","48,783.00","126.89","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ADIB","ABU DHABI ISLAMIC BANK","Financials","Equity","6,188,281.41","0.09","6,188,281.41","1,059,116.00","5.84","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"196170","ALTEOGEN INC","Health Care","Equity","6,133,456.96","0.09","6,133,456.96","27,146.00","225.94","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"NESTLEIND","NESTLE INDIA LTD","Consumer Staples","Equity","6,065,800.26","0.09","6,065,800.26","400,105.00","15.16","India","National Stock Exchange Of India","INR"
"051910","LG CHEM LTD","Materials","Equity","5,977,057.27","0.09","5,977,057.27","33,032.00","180.95","Korea (South)","Korea Exchange (Stock Market)","KRW"
"1060","SAUDI AWWAL BANK","Financials","Equity","5,972,159.71","0.09","5,972,159.71","692,516.00","8.62","Saudi Arabia","Saudi Stock Exchange","SAR"
"GRASIM","GRASIM INDUSTRIES LTD","Materials","Equity","5,970,159.18","0.09","5,970,159.18","179,701.00","33.22","India","National Stock Exchange Of India","INR"
"CIPLA","CIPLA LTD","Health Care","Equity","5,955,004.51","0.09","5,955,004.51","390,153.00","15.26","India","National Stock Exchange Of India","INR"
"PFCIBEST","GRUPO CIBEST PREF SA","Financials","Equity","5,943,245.41","0.09","5,943,245.41","300,953.00","19.75","Colombia","Bolsa De Valores De Colombia","COP"
"PE&OLES*","INDUST PENOLES","Materials","Equity","5,941,511.15","0.09","5,941,511.15","134,275.00","44.25","Mexico","Bolsa Mexicana De Valores","MXN"
"SHP","SHOPRITE HOLDINGS LTD","Consumer Staples","Equity","5,930,631.30","0.09","5,930,631.30","330,735.00","17.93","South Africa","Johannesburg Stock Exchange","ZAR"
"TMCV","TATA MOTORS LTD","Industrials","Equity","5,878,703.79","0.09","5,878,703.79","1,273,063.00","4.62","India","National Stock Exchange Of India","INR"
"CHOLAFIN","CHOLAMANDALAM INVESTMENT AND FINAN","Financials","Equity","5,845,517.52","0.09","5,845,517.52","311,780.00","18.75","India","National Stock Exchange Of India","INR"
"ALE","ALLEGRO SA","Consumer Discretionary","Equity","5,826,790.83","0.09","5,826,790.83","563,106.00","10.35","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"SBILIFE","SBI LIFE INSURANCE COMPANY LTD","Financials","Equity","5,804,376.31","0.09","5,804,376.31","310,297.00","18.71","India","National Stock Exchange Of India","INR"
"MAXHEALTH","MAX HEALTHCARE INSTITUTE LTD","Health Care","Equity","5,766,300.73","0.09","5,766,300.73","487,903.00","11.82","India","National Stock Exchange Of India","INR"
"DIVISLAB","DIVIS LABORATORIES LTD","Health Care","Equity","5,758,330.06","0.09","5,758,330.06","82,200.00","70.05","India","National Stock Exchange Of India","INR"
"ALDAR","ALDAR PROPERTIES","Real Estate","Equity","5,750,010.97","0.09","5,750,010.97","2,575,479.00","2.23","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"5880","TAIWAN COOPERATIVE FINANCIAL HOLDI","Financials","Equity","5,661,871.37","0.08","5,661,871.37","7,366,775.00","0.77","Taiwan","Taiwan Stock Exchange","TWD"
"AOT.R","AIRPORTS OF THAILAND NON-VOTING DR","Industrials","Equity","5,638,841.01","0.08","5,638,841.01","2,934,400.00","1.92","Thailand","Stock Exchange Of Thailand","THB"
"TECHM","TECH MAHINDRA LTD","Information Technology","Equity","5,517,089.01","0.08","5,517,089.01","370,287.00","14.90","India","National Stock Exchange Of India","INR"
"BMRI","BANK MANDIRI (PERSERO)","Financials","Equity","5,399,179.68","0.08","5,399,179.68","24,909,600.00","0.22","Indonesia","Indonesia Stock Exchange","IDR"
"HAL","HINDUSTAN AERONAUTICS LTD","Industrials","Equity","5,373,928.52","0.08","5,373,928.52","115,614.00","46.48","India","National Stock Exchange Of India","INR"
"DRREDDY","DR REDDYS LABORATORIES LTD","Health Care","Equity","5,286,124.87","0.08","5,286,124.87","374,717.00","14.11","India","National Stock Exchange Of India","INR"
"NED","NEDBANK GROUP LTD","Financials","Equity","5,268,902.21","0.08","5,268,902.21","317,071.00","16.62","South Africa","Johannesburg Stock Exchange","ZAR"
"CPALL.R","CP ALL NON-VOTING DR PCL","Consumer Staples","Equity","5,228,039.33","0.08","5,228,039.33","3,590,100.00","1.46","Thailand","Stock Exchange Of Thailand","THB"
"BAJAJFINSV","BAJAJ FINSERV LTD","Financials","Equity","5,228,641.56","0.08","5,228,641.56","268,779.00","19.45","India","National Stock Exchange Of India","INR"
"5347","VANGUARD INTERNATIONAL SEMICONDUCT","Information Technology","Equity","5,193,250.06","0.08","5,193,250.06","837,805.00","6.20","Taiwan","Gretai Securities Market","TWD"
"CUMMINSIND","CUMMINS INDIA LTD","Industrials","Equity","5,176,073.73","0.08","5,176,073.73","88,511.00","58.48","India","National Stock Exchange Of India","INR"
"CEZ","CEZ","Utilities","Equity","5,173,212.45","0.08","5,173,212.45","89,468.00","57.82","Czech Republic","Prague Stock Exchange","CZK"
"JSWSTEEL","JSW STEEL LTD","Materials","Equity","5,171,679.95","0.08","5,171,679.95","403,121.00","12.83","India","National Stock Exchange Of India","INR"
"ALPHA","ALPHA BANK SA","Financials","Equity","5,076,943.81","0.08","5,076,943.81","1,102,018.00","4.61","Greece","Athens Exchange S.A. Cash Market","EUR"
"VBL","VARUN BEVERAGES LTD","Consumer Staples","Equity","5,049,799.48","0.07","5,049,799.48","943,333.00","5.35","India","National Stock Exchange Of India","INR"
"2020","SABIC AGRI-NUTRIENTS","Materials","Equity","4,990,819.61","0.07","4,990,819.61","151,856.00","32.87","Saudi Arabia","Saudi Stock Exchange","SAR"
"BIMAS.E","BIM BIRLESIK MAGAZALAR A","Consumer Staples","Equity","4,982,020.19","0.07","4,982,020.19","650,725.00","7.66","Turkey","Istanbul Stock Exchange","TRY"
"EBP","ERSTE BANK POLSKA SA","Financials","Equity","4,980,092.98","0.07","4,980,092.98","28,458.00","175.00","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"2395","ADVANTECH LTD","Information Technology","Equity","4,980,157.78","0.07","4,980,157.78","311,919.00","15.97","Taiwan","Taiwan Stock Exchange","TWD"
"JIOFIN","JIO FINANCIAL SERVICES LTD","Financials","Equity","4,951,635.50","0.07","4,951,635.50","1,970,337.00","2.51","India","National Stock Exchange Of India","INR"
"TMPV","TATA MOTORS PASSENGER VEHICLES LTD","Consumer Discretionary","Equity","4,940,416.60","0.07","4,940,416.60","1,362,274.00","3.63","India","National Stock Exchange Of India","INR"
"PPC","PUBLIC POWER CORPORATION SA","Utilities","Equity","4,930,121.16","0.07","4,930,121.16","184,752.00","26.68","Greece","Athens Exchange S.A. Cash Market","EUR"
"1326","FORMOSA CHEMICALS & FIBRE CORP","Materials","Equity","4,902,778.43","0.07","4,902,778.43","2,530,000.00","1.94","Taiwan","Taiwan Stock Exchange","TWD"
"COALINDIA","COAL INDIA LTD","Energy","Equity","4,901,182.28","0.07","4,901,182.28","1,065,245.00","4.60","India","National Stock Exchange Of India","INR"
"047810","KOREA AEROSPACE INDUSTRIES LTD","Industrials","Equity","4,860,714.66","0.07","4,860,714.66","49,039.00","99.12","Korea (South)","Korea Exchange (Stock Market)","KRW"
"GULF.R","GULF DEVELOPMENT NON-VOTING DR PCL","Utilities","Equity","4,855,734.69","0.07","4,855,734.69","2,566,988.00","1.89","Thailand","Stock Exchange Of Thailand","THB"
"ADANIPOWER","ADANI POWER LTD","Utilities","Equity","4,832,684.16","0.07","4,832,684.16","2,053,003.00","2.35","India","National Stock Exchange Of India","INR"
"1301","FORMOSA PLASTICS CORP","Materials","Equity","4,818,239.02","0.07","4,818,239.02","2,578,000.00","1.87","Taiwan","Taiwan Stock Exchange","TWD"
"035720","KAKAO CORP","Communication","Equity","4,793,859.52","0.07","4,793,859.52","211,569.00","22.66","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BAJAJ-AUTO","BAJAJ AUTO LTD","Consumer Discretionary","Equity","4,778,850.92","0.07","4,778,850.92","46,248.00","103.33","India","National Stock Exchange Of India","INR"
"ETERNAL","ETERNAL LTD","Consumer Discretionary","Equity","4,758,824.61","0.07","4,758,824.61","1,623,011.00","2.93","India","National Stock Exchange Of India","INR"
"000150","DOOSAN CORP","Industrials","Equity","4,749,233.14","0.07","4,749,233.14","5,106.00","930.13","Korea (South)","Korea Exchange (Stock Market)","KRW"
"PMETAL","PRESS METAL ALUMINIUM HOLDINGS","Materials","Equity","4,655,127.21","0.07","4,655,127.21","2,522,300.00","1.85","Malaysia","Bursa Malaysia","MYR"
"2002","CHINA STEEL CORP","Materials","Equity","4,653,129.84","0.07","4,653,129.84","7,991,000.00","0.58","Taiwan","Taiwan Stock Exchange","TWD"
"PFC","POWER FINANCE CORPORATION LTD","Financials","Equity","4,646,410.91","0.07","4,646,410.91","1,030,654.00","4.51","India","National Stock Exchange Of India","INR"
"MOTHERSON","SAMVARDHANA MOTHERSON INTERNATIONA","Consumer Discretionary","Equity","4,637,967.30","0.07","4,637,967.30","2,997,678.00","1.55","India","National Stock Exchange Of India","INR"
"VAML","VEDANTA ALUMINIUM METAL LTD","Materials","Equity","4,602,305.58","0.07","4,602,305.58","950,786.00","4.84","India","National Stock Exchange Of India","INR"
"INDHOTEL","INDIAN HOTELS LTD","Consumer Discretionary","Equity","4,482,509.59","0.07","4,482,509.59","593,309.00","7.56","India","National Stock Exchange Of India","INR"
"3045","TAIWAN MOBILE LTD","Communication","Equity","4,462,878.61","0.07","4,462,878.61","1,203,000.00","3.71","Taiwan","Taiwan Stock Exchange","TWD"
"DMART","AVENUE SUPERMARTS LTD","Consumer Staples","Equity","4,450,814.91","0.07","4,450,814.91","101,403.00","43.89","India","National Stock Exchange Of India","INR"
"GVT&D","GE VERNOVA T&D INDIA LTD","Industrials","Equity","4,448,953.06","0.07","4,448,953.06","87,998.00","50.56","India","National Stock Exchange Of India","INR"
"SSW","SIBANYE STILLWATER LTD","Materials","Equity","4,436,601.90","0.07","4,436,601.90","2,005,917.00","2.21","South Africa","Johannesburg Stock Exchange","ZAR"
"REM","REMGRO LTD","Financials","Equity","4,414,055.29","0.07","4,414,055.29","365,718.00","12.07","South Africa","Johannesburg Stock Exchange","ZAR"
"1050","BANQUE SAUDI FRANSI","Financials","Equity","4,411,342.49","0.07","4,411,342.49","866,733.00","5.09","Saudi Arabia","Saudi Stock Exchange","SAR"
"ONGC","OIL AND NATURAL GAS LTD","Energy","Equity","4,410,026.05","0.07","4,410,026.05","1,782,859.00","2.47","India","National Stock Exchange Of India","INR"
"TATAPOWER","TATA POWER LTD","Utilities","Equity","4,401,878.49","0.07","4,401,878.49","1,115,585.00","3.95","India","National Stock Exchange Of India","INR"
"BDMS.R","BANGKOK DUSIT MEDICAL SERVICES NON","Health Care","Equity","4,397,764.00","0.07","4,397,764.00","7,434,900.00","0.59","Thailand","Stock Exchange Of Thailand","THB"
"TATACONSUM","TATA CONSUMER PRODUCTS LTD","Consumer Staples","Equity","4,366,251.05","0.06","4,366,251.05","376,181.00","11.61","India","National Stock Exchange Of India","INR"
"CGPOWER","CG POWER AND INDUSTRIAL SOLUTIONS","Industrials","Equity","4,353,383.42","0.06","4,353,383.42","432,854.00","10.06","India","National Stock Exchange Of India","INR"
"FEDERALBNK","FEDERAL BANK LTD","Financials","Equity","4,347,735.36","0.06","4,347,735.36","1,252,995.00","3.47","India","National Stock Exchange Of India","INR"
"7020","ETIHAD ETISALAT","Communication","Equity","4,324,739.46","0.06","4,324,739.46","260,853.00","16.58","Saudi Arabia","Saudi Stock Exchange","SAR"
"DIB","DB ISLAMIC BANK","Financials","Equity","4,319,195.71","0.06","4,319,195.71","2,081,858.00","2.07","United Arab Emirates","Dubai Financial Market","AED"
"278470","APR LTD","Consumer Staples","Equity","4,312,513.98","0.06","4,312,513.98","16,689.00","258.40","Korea (South)","Korea Exchange (Stock Market)","KRW"
"POLICYBZR","PB FINTECH LTD","Financials","Equity","4,254,390.05","0.06","4,254,390.05","241,268.00","17.63","India","National Stock Exchange Of India","INR"
"HEROMOTOCO","HERO MOTOCORP LTD","Consumer Discretionary","Equity","4,245,526.55","0.06","4,245,526.55","83,210.00","51.02","India","National Stock Exchange Of India","INR"
"071050","KOREA INVESTMENT HOLDINGS LTD","Financials","Equity","4,232,998.97","0.06","4,232,998.97","29,203.00","144.95","Korea (South)","Korea Exchange (Stock Market)","KRW"
"079550","LIG DEFENSE&AEROSPACE LTD","Industrials","Equity","4,231,972.75","0.06","4,231,972.75","8,640.00","489.81","Korea (South)","Korea Exchange (Stock Market)","KRW"
"VOD","VODACOM GROUP LTD","Communication","Equity","4,222,711.05","0.06","4,222,711.05","454,291.00","9.30","South Africa","Johannesburg Stock Exchange","ZAR"
"LUPIN","LUPIN LTD","Health Care","Equity","4,203,026.09","0.06","4,203,026.09","167,085.00","25.16","India","National Stock Exchange Of India","INR"
"BRITANNIA","BRITANNIA INDUSTRIES LTD","Consumer Staples","Equity","4,196,950.77","0.06","4,196,950.77","74,499.00","56.34","India","National Stock Exchange Of India","INR"
"TLKM","TELEKOMUNIKASI INDONESIA","Communication","Equity","4,195,596.07","0.06","4,195,596.07","30,812,800.00","0.14","Indonesia","Indonesia Stock Exchange","IDR"
"2603","EVERGREEN MARINE CORP (TAIWAN) LTD","Industrials","Equity","4,181,263.21","0.06","4,181,263.21","720,000.00","5.81","Taiwan","Taiwan Stock Exchange","TWD"
"042700","HANMI SEMICONDUCTOR LTD","Information Technology","Equity","4,180,898.63","0.06","4,180,898.63","29,632.00","141.09","Korea (South)","Korea Exchange (Stock Market)","KRW"
"AUBANK","AU SMALL FINANCE BANK LTD","Financials","Equity","4,148,929.30","0.06","4,148,929.30","374,434.00","11.08","India","National Stock Exchange Of India","INR"
"COMI","COMMERCIAL INTERNATIONAL BANK EGYP","Financials","Equity","4,140,971.24","0.06","4,140,971.24","1,596,860.00","2.59","Egypt","Egyptian Exchange","EGP"
"SUZLON","SUZLON ENERGY LTD","Industrials","Equity","4,134,787.11","0.06","4,134,787.11","6,839,391.00","0.60","India","National Stock Exchange Of India","INR"
"015760","KOREA ELECTRIC POWER CORP","Utilities","Equity","4,094,240.25","0.06","4,094,240.25","166,957.00","24.52","Korea (South)","Korea Exchange (Stock Market)","KRW"
"017670","SK TELECOM LTD","Communication","Equity","4,070,670.31","0.06","4,070,670.31","72,457.00","56.18","Korea (South)","Korea Exchange (Stock Market)","KRW"
"3529","EMEMORY TECHNOLOGY INC","Information Technology","Equity","4,034,935.43","0.06","4,034,935.43","43,323.00","93.14","Taiwan","Gretai Securities Market","TWD"
"AC*","ARCA CONTINENTAL","Consumer Staples","Equity","4,024,100.74","0.06","4,024,100.74","336,888.00","11.94","Mexico","Bolsa Mexicana De Valores","MXN"
"5871","CHAILEASE HOLDING LTD","Financials","Equity","4,021,772.01","0.06","4,021,772.01","1,112,255.00","3.62","Taiwan","Taiwan Stock Exchange","TWD"
"ASURB","GRUPO AEROPORTUARIO DEL SURESTE B","Industrials","Equity","4,007,143.43","0.06","4,007,143.43","128,945.00","31.08","Mexico","Bolsa Mexicana De Valores","MXN"
"1590","AIRTAC INTERNATIONAL GROUP","Industrials","Equity","3,993,957.27","0.06","3,993,957.27","91,782.00","43.52","Taiwan","Taiwan Stock Exchange","TWD"
"HDFCLIFE","HDFC LIFE INSURANCE COMPANY LTD","Financials","Equity","3,984,922.55","0.06","3,984,922.55","665,322.00","5.99","India","National Stock Exchange Of India","INR"
"003550","LG CORP","Industrials","Equity","3,974,445.59","0.06","3,974,445.59","62,455.00","63.64","Korea (South)","Korea Exchange (Stock Market)","KRW"
"267250","HD HYUNDAI LTD","Energy","Equity","3,963,667.48","0.06","3,963,667.48","29,717.00","133.38","Korea (South)","Korea Exchange (Stock Market)","KRW"
"086520","ECOPRO LTD","Industrials","Equity","3,904,886.16","0.06","3,904,886.16","69,906.00","55.86","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"CIBEST","GRUPO CIBEST SA","Financials","Equity","3,898,259.42","0.06","3,898,259.42","165,585.00","23.54","Colombia","Bolsa De Valores De Colombia","COP"
"4904","FAR EASTONE TELECOMMUNICATIONS LTD","Communication","Equity","3,898,473.82","0.06","3,898,473.82","1,209,000.00","3.22","Taiwan","Taiwan Stock Exchange","TWD"
"000720","HYUNDAI ENGINEERING & CONSTRUCTION","Industrials","Equity","3,896,006.69","0.06","3,896,006.69","52,613.00","74.05","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2376","GIGABYTE TECHNOLOGY LTD","Information Technology","Equity","3,889,160.21","0.06","3,889,160.21","367,000.00","10.60","Taiwan","Taiwan Stock Exchange","TWD"
"SOL","SASOL LTD","Materials","Equity","3,877,698.41","0.06","3,877,698.41","394,917.00","9.82","South Africa","Johannesburg Stock Exchange","ZAR"
"138040","MERITZ FINANCIAL GROUP INC","Financials","Equity","3,866,256.99","0.06","3,866,256.99","56,160.00","68.84","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2280","ALMARAI","Consumer Staples","Equity","3,858,061.66","0.06","3,858,061.66","307,034.00","12.57","Saudi Arabia","Saudi Stock Exchange","SAR"
"LPP","LPP SA","Consumer Discretionary","Equity","3,838,868.26","0.06","3,838,868.26","775.00","4,953.38","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"3293","INTERNATIONAL GAMES SYSTEM LTD","Communication","Equity","3,831,885.42","0.06","3,831,885.42","153,000.00","25.05","Taiwan","Gretai Securities Market","TWD"
"POLYCAB","POLYCAB INDIA LTD","Industrials","Equity","3,796,124.85","0.06","3,796,124.85","37,584.00","101.00","India","National Stock Exchange Of India","INR"
"ADANIENT","ADANI ENTERPRISES LTD","Industrials","Equity","3,794,879.50","0.06","3,794,879.50","113,927.00","33.31","India","National Stock Exchange Of India","INR"
"INDUSINDBK","INDUSIND BANK LTD","Financials","Equity","3,777,600.22","0.06","3,777,600.22","381,934.00","9.89","India","National Stock Exchange Of India","INR"
"HDFCAMC","HDFC ASSET MANAGEMENT COMPANY LTD","Financials","Equity","3,772,530.93","0.06","3,772,530.93","130,407.00","28.93","India","National Stock Exchange Of India","INR"
"NRP","NEPI ROCKCASTLE NV","Real Estate","Equity","3,744,984.20","0.06","3,744,984.20","417,437.00","8.97","South Africa","Johannesburg Stock Exchange","ZAR"
"3533","LOTES LTD","Information Technology","Equity","3,745,010.57","0.06","3,745,010.57","55,000.00","68.09","Taiwan","Taiwan Stock Exchange","TWD"
"2801","CHANG HWA COMMERCIAL BANK LTD","Financials","Equity","3,742,838.51","0.06","3,742,838.51","5,120,155.00","0.73","Taiwan","Taiwan Stock Exchange","TWD"
"018260","SAMSUNG SDS LTD","Information Technology","Equity","3,716,941.25","0.06","3,716,941.25","28,697.00","129.52","Korea (South)","Korea Exchange (Stock Market)","KRW"
"NPH","NORTHAM PLATINUM HLDGS LTD","Materials","Equity","3,693,538.89","0.05","3,693,538.89","250,895.00","14.72","South Africa","Johannesburg Stock Exchange","ZAR"
"BHARATFORG","BHARAT FORGE LTD","Consumer Discretionary","Equity","3,667,361.39","0.05","3,667,361.39","162,799.00","22.53","India","National Stock Exchange Of India","INR"
"ADNOCGAS","ADNOC GAS PLC","Energy","Equity","3,666,927.51","0.05","3,666,927.51","3,915,138.00","0.94","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"PAYTM","ONE COMMUNICATIONS LTD","Financials","Equity","3,662,797.22","0.05","3,662,797.22","287,954.00","12.72","India","National Stock Exchange Of India","INR"
"PIDILITIND","PIDILITE INDUSTRIES LTD","Materials","Equity","3,655,332.18","0.05","3,655,332.18","217,199.00","16.83","India","National Stock Exchange Of India","INR"
"PERSISTENT","PERSISTENT SYSTEMS LTD","Information Technology","Equity","3,654,396.13","0.05","3,654,396.13","76,104.00","48.02","India","National Stock Exchange Of India","INR"
"KOFUBL","COCA-COLA FEMSA CLASS UBL UNITS","Consumer Staples","Equity","3,652,129.24","0.05","3,652,129.24","340,185.00","10.74","Mexico","Bolsa Mexicana De Valores","MXN"
"SCC.R","SIAM CEMENT NON-VOTING DR PCL","Materials","Equity","3,618,798.98","0.05","3,618,798.98","500,100.00","7.24","Thailand","Stock Exchange Of Thailand","THB"
"2356","INVENTEC CORP","Information Technology","Equity","3,616,398.22","0.05","3,616,398.22","1,719,000.00","2.10","Taiwan","Taiwan Stock Exchange","TWD"
"8069","E INK HOLDINGS INC","Information Technology","Equity","3,566,696.41","0.05","3,566,696.41","554,400.00","6.43","Taiwan","Gretai Securities Market","TWD"
"BSANTANDER","BANCO SANTANDER CHILE","Financials","Equity","3,548,194.92","0.05","3,548,194.92","43,649,148.00","0.08","Chile","Santiago Stock Exchange","CLP"
"INDUSTOWER","INDUS TOWERS LTD","Communication","Equity","3,537,664.70","0.05","3,537,664.70","879,392.00","4.02","India","National Stock Exchange Of India","INR"
"ASHOKLEY","ASHOK LEYLAND LTD","Industrials","Equity","3,535,723.93","0.05","3,535,723.93","2,047,481.00","1.73","India","National Stock Exchange Of India","INR"
"4013","DR SULAIMAN AL HABIB MEDICAL GRP","Health Care","Equity","3,513,288.23","0.05","3,513,288.23","61,613.00","57.02","Saudi Arabia","Saudi Stock Exchange","SAR"
"006800","MIRAE ASSET SECURITIES CO LTD","Financials","Equity","3,495,814.07","0.05","3,495,814.07","135,453.00","25.81","Korea (South)","Korea Exchange (Stock Market)","KRW"
"1080","ARAB NATIONAL BANK","Financials","Equity","3,487,273.02","0.05","3,487,273.02","626,791.00","5.56","Saudi Arabia","Saudi Stock Exchange","SAR"
"BCI","BANCO DE CREDITO E INVERSION","Financials","Equity","3,474,985.60","0.05","3,474,985.60","52,572.00","66.10","Chile","Santiago Stock Exchange","CLP"
"FORTIS","FORTIS HEALTHCARE LTD","Health Care","Equity","3,471,452.60","0.05","3,471,452.60","339,659.00","10.22","India","National Stock Exchange Of India","INR"
"5876","SHANGHAI COMMERCIAL LTD","Financials","Equity","3,457,056.97","0.05","3,457,056.97","2,638,639.00","1.31","Taiwan","Taiwan Stock Exchange","TWD"
"4938","PEGATRON CORP","Information Technology","Equity","3,434,270.96","0.05","3,434,270.96","1,318,500.00","2.60","Taiwan","Taiwan Stock Exchange","TWD"
"TORNTPHARM","TORRENT PHARMACEUTICALS LTD","Health Care","Equity","3,408,855.66","0.05","3,408,855.66","69,760.00","48.87","India","National Stock Exchange Of India","INR"
"RICHTER","GEDEON RICHTER","Health Care","Equity","3,371,890.47","0.05","3,371,890.47","86,095.00","39.16","Hungary","Budapest Stock Exchange","HUF"
"BPCL","BHARAT PETROLEUM LTD","Energy","Equity","3,362,538.73","0.05","3,362,538.73","1,033,213.00","3.25","India","National Stock Exchange Of India","INR"
"MARICO","MARICO LTD","Consumer Staples","Equity","3,352,714.90","0.05","3,352,714.90","373,626.00","8.97","India","National Stock Exchange Of India","INR"
"1101","TAIWAN CEMENT LTD","Materials","Equity","3,344,245.78","0.05","3,344,245.78","4,624,397.00","0.72","Taiwan","Taiwan Stock Exchange","TWD"
"SOLARINDS","SOLAR INDUSTRIES INDIA LTD","Materials","Equity","3,326,805.27","0.05","3,326,805.27","17,008.00","195.60","India","National Stock Exchange Of India","INR"
"BDO","BDO UNIBANK INC","Financials","Equity","3,300,737.72","0.05","3,300,737.72","1,689,193.00","1.95","Philippines","Philippine Stock Exchange Inc.","PHP"
"BVT","BIDVEST GROUP LTD","Industrials","Equity","3,292,246.86","0.05","3,292,246.86","222,279.00","14.81","South Africa","Johannesburg Stock Exchange","ZAR"
"BVN","BUENAVENTURA ADR REPRESENTING","Materials","Equity","3,287,448.08","0.05","3,287,448.08","110,614.00","29.72","Peru","New York Stock Exchange Inc.","USD"
"POWERINDIA","HITACHI ENERGY INDIA LTD","Industrials","Equity","3,281,814.35","0.05","3,281,814.35","9,269.00","354.06","India","National Stock Exchange Of India","INR"
"DIXON","DIXON TECHNOLOGIES (INDIA) LTD","Consumer Discretionary","Equity","3,275,471.02","0.05","3,275,471.02","25,253.00","129.71","India","National Stock Exchange Of India","INR"
"GAMUDA","GAMUDA","Industrials","Equity","3,269,975.00","0.05","3,269,975.00","3,199,400.00","1.02","Malaysia","Bursa Malaysia","MYR"
"GODREJCP","GODREJ CONSUMER PRODUCTS LTD","Consumer Staples","Equity","3,267,526.43","0.05","3,267,526.43","289,359.00","11.29","India","National Stock Exchange Of India","INR"
"MBK","MBANK SA","Financials","Equity","3,256,054.40","0.05","3,256,054.40","8,774.00","371.10","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
