Fund Holdings as of,"06/Jul/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"600000","SHANGHAI PUDONG DEVELOPMENT BANK L","Financials","Equity","2,829,051.13","0.11","2,829,051.13","2,156,200.00","1.31","China","Shanghai Stock Exchange","CNY"
"301308","SHENZHEN LONGSYS ELECTRONICS LTD A","Information Technology","Equity","2,778,145.72","0.10","2,778,145.72","27,702.00","100.29","China","Shenzhen Stock Exchange","CNY"
"1766","CRRC CORP LTD H","Industrials","Equity","2,773,540.06","0.10","2,773,540.06","4,688,000.00","0.59","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"600150","CHINA CSSC HOLDINGS LTD A","Industrials","Equity","2,752,052.33","0.10","2,752,052.33","497,073.00","5.54","China","Shanghai Stock Exchange","CNY"
"000858","WULIANGYE YIBIN LTD A","Consumer Staples","Equity","2,741,808.44","0.10","2,741,808.44","252,714.00","10.85","China","Shenzhen Stock Exchange","CNY"
"000725","BOE TECHNOLOGY GROUP LTD A","Information Technology","Equity","2,723,790.26","0.10","2,723,790.26","2,386,300.00","1.14","China","Shenzhen Stock Exchange","CNY"
"9863","ZHEJIANG LEAPMOTOR TECHNOLOGY LTD","Consumer Discretionary","Equity","2,721,916.41","0.10","2,721,916.41","544,300.00","5.00","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"000333","MIDEA GROUP LTD A","Consumer Discretionary","Equity","2,716,481.59","0.10","2,716,481.59","230,850.00","11.77","China","Shenzhen Stock Exchange","CNY"
"900948","INNER MONGOLIA YITAI COAL LTD B","Energy","Equity","2,691,480.80","0.10","2,691,480.80","992,800.00","2.71","China","Shanghai Stock Exchange","USD"
"601211","GUOTAI HAITONG SECURITIES LTD A","Financials","Equity","2,673,339.31","0.10","2,673,339.31","917,914.00","2.91","China","Shanghai Stock Exchange","CNY"
"1898","CHINA COAL ENERGY LTD H","Energy","Equity","2,646,461.72","0.10","2,646,461.72","2,021,000.00","1.31","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"6862","HAIDILAO INTERNATIONAL HOLDING LTD","Consumer Discretionary","Equity","2,632,478.20","0.10","2,632,478.20","1,860,000.00","1.42","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"268","KINGDEE INT L SOFTWARE GROUP LTD","Information Technology","Equity","2,627,658.49","0.10","2,627,658.49","3,210,000.00","0.82","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"241","ALIBABA HEALTH INFORMATION TECH LT","Consumer Staples","Equity","2,617,534.55","0.10","2,617,534.55","6,128,000.00","0.43","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"300274","SUNGROW POWER SUPPLY LTD A","Industrials","Equity","2,606,040.72","0.10","2,606,040.72","138,221.00","18.85","China","Shenzhen Stock Exchange","CNY"
"300408","CHAOZHOU THREE-CIRCLE (GROUP) LTD","Information Technology","Equity","2,599,651.55","0.10","2,599,651.55","124,700.00","20.85","China","Shenzhen Stock Exchange","CNY"
"600176","CHINA JUSHI LTD A","Materials","Equity","2,584,771.96","0.10","2,584,771.96","275,389.00","9.39","China","Shanghai Stock Exchange","CNY"
"300476","VICTORY GIANT TECHNOLOGY HUIZHOU L","Information Technology","Equity","2,579,528.29","0.10","2,579,528.29","59,900.00","43.06","China","Shenzhen Stock Exchange","CNY"
"1776","GF SECURITIES LTD H","Financials","Equity","2,557,539.14","0.10","2,557,539.14","1,121,200.00","2.28","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1929","CHOW TAI FOOK JEWELLERY GROUP LTD","Consumer Discretionary","Equity","2,557,109.71","0.10","2,557,109.71","1,706,800.00","1.50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"688072","PIOTECH INC A","Information Technology","Equity","2,531,429.00","0.09","2,531,429.00","20,685.00","122.38","China","Shanghai Stock Exchange","CNY"
"300433","LENS TECHNOLOGY LTD A","Information Technology","Equity","2,515,650.40","0.09","2,515,650.40","333,320.00","7.55","China","Shenzhen Stock Exchange","CNY"
"1787","SHANDONG GOLD MINING LTD H","Materials","Equity","2,456,001.68","0.09","2,456,001.68","980,750.00","2.50","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1138","COSCO SHIPPING ENERGY TRANSPORTATI","Energy","Equity","2,450,094.35","0.09","2,450,094.35","1,340,000.00","1.83","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"002463","WUS PRINTED CIRCUIT (KUNSHAN) LTD","Information Technology","Equity","2,448,499.58","0.09","2,448,499.58","129,210.00","18.95","China","Shenzhen Stock Exchange","CNY"
"300394","SUZHOU TFC OPTICAL COMMUNICATION L","Information Technology","Equity","2,447,704.36","0.09","2,447,704.36","70,214.00","34.86","China","Shenzhen Stock Exchange","CNY"
"1258","CHINA NONFERROUS MINING CORPORATIO","Materials","Equity","2,431,362.52","0.09","2,431,362.52","1,517,000.00","1.60","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"763","ZTE CORP H","Information Technology","Equity","2,428,324.58","0.09","2,428,324.58","826,600.00","2.94","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"316","ORIENT OVERSEAS (INTERNATIONAL) LT","Industrials","Equity","2,374,662.11","0.09","2,374,662.11","145,500.00","16.32","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1548","GENSCRIPT BIOTECH CORP","Health Care","Equity","2,361,753.46","0.09","2,361,753.46","1,324,000.00","1.78","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3323","CHINA NATIONAL BUILDING MATERIAL L","Materials","Equity","2,343,317.23","0.09","2,343,317.23","3,812,898.00","0.61","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"285","BYD ELECTRONIC (INTERNATIONAL) LTD","Information Technology","Equity","2,322,345.34","0.09","2,322,345.34","853,500.00","2.72","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"144","CHINA MERCHANTS PORT HOLDINGS LTD","Industrials","Equity","2,299,076.86","0.09","2,299,076.86","1,366,000.00","1.68","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"136","CHINA RUYI HOLDINGS LTD","Communication","Equity","2,298,464.83","0.09","2,298,464.83","12,432,000.00","0.18","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2588","BOC AVIATION LTD","Industrials","Equity","2,265,736.73","0.08","2,265,736.73","223,800.00","10.12","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2525","HESAI GROUP CLASS B","Consumer Discretionary","Equity","2,237,762.53","0.08","2,237,762.53","130,680.00","17.12","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601816","BEIJING-SHANGHAI HIGH SPEED RAILWA","Industrials","Equity","2,230,491.16","0.08","2,230,491.16","3,261,074.00","0.68","China","Shanghai Stock Exchange","CNY"
"3800","GCL TECHNOLOGY HOLDINGS LTD","Information Technology","Equity","2,216,276.07","0.08","2,216,276.07","25,943,000.00","0.09","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"LEGN","LEGEND BIOTECH ADR REP CORP","Health Care","Equity","2,212,832.68","0.08","2,212,832.68","78,917.00","28.04","China","NASDAQ","USD"
"9995","REMEGEN LTD H","Health Care","Equity","2,206,667.26","0.08","2,206,667.26","197,000.00","11.20","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3898","ZHUZHOU CRRC TIMES ELECTRIC LTD H","Industrials","Equity","2,196,550.47","0.08","2,196,550.47","458,900.00","4.79","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601088","CHINA SHENHUA ENERGY LTD A","Energy","Equity","2,179,807.01","0.08","2,179,807.01","353,601.00","6.16","China","Shanghai Stock Exchange","CNY"
"600309","WANHUA CHEMICAL GROUP LTD A","Materials","Equity","2,177,420.87","0.08","2,177,420.87","208,437.00","10.45","China","Shanghai Stock Exchange","CNY"
"780","TONGCHENG TRAVEL HOLDINGS LTD","Consumer Discretionary","Equity","2,174,917.12","0.08","2,174,917.12","1,375,600.00","1.58","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601225","SHAANXI COAL INDUSTRY LTD A","Energy","Equity","2,148,344.50","0.08","2,148,344.50","632,000.00","3.40","China","Shanghai Stock Exchange","CNY"
"601857","PETROCHINA LTD A","Energy","Equity","2,141,167.32","0.08","2,141,167.32","1,601,400.00","1.34","China","Shanghai Stock Exchange","CNY"
"1044","HENGAN INTERNATIONAL GROUP LTD","Consumer Staples","Equity","2,134,288.77","0.08","2,134,288.77","721,500.00","2.96","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601988","BANK OF CHINA LTD A","Financials","Equity","2,128,574.25","0.08","2,128,574.25","2,565,800.00","0.83","China","Shanghai Stock Exchange","CNY"
"6181","LAOPU GOLD LTD H","Consumer Discretionary","Equity","2,107,665.63","0.08","2,107,665.63","43,500.00","48.45","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"688525","BIWIN STORAGE TECHNOLOGY LTD A","Information Technology","Equity","2,079,775.14","0.08","2,079,775.14","31,096.00","66.88","China","Shanghai Stock Exchange","CNY"
"384","CHINA GAS HOLDINGS LTD","Utilities","Equity","2,071,953.64","0.08","2,071,953.64","2,917,400.00","0.71","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"001309","SHENZHEN TECHWINSEMI TECHNOLOGY LT","Information Technology","Equity","2,062,955.07","0.08","2,062,955.07","15,000.00","137.53","China","Shenzhen Stock Exchange","CNY"
"600487","HENGTONG OPTIC ELECTRIC LTD A","Information Technology","Equity","2,052,002.66","0.08","2,052,002.66","164,900.00","12.44","China","Shanghai Stock Exchange","CNY"
"6969","SMOORE INTERNATIONAL HOLDINGS LTD","Consumer Staples","Equity","2,007,702.61","0.07","2,007,702.61","2,037,000.00","0.99","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"000001","PING AN BANK LTD A","Financials","Equity","2,001,346.19","0.07","2,001,346.19","1,295,824.00","1.54","China","Shenzhen Stock Exchange","CNY"
"601601","CHINA PACIFIC INSURANCE (GROUP) LT","Financials","Equity","2,000,975.96","0.07","2,000,975.96","452,700.00","4.42","China","Shanghai Stock Exchange","CNY"
"002142","BANK OF NINGBO LTD A","Financials","Equity","1,998,623.16","0.07","1,998,623.16","442,450.00","4.52","China","Shenzhen Stock Exchange","CNY"
"688498","YUANJIE SEMICONDUCTOR TECHNOLOGY L","Information Technology","Equity","1,985,561.53","0.07","1,985,561.53","8,231.00","241.23","China","Shanghai Stock Exchange","CNY"
"1193","CHINA RESOURCES GAS GROUP LTD","Utilities","Equity","1,982,467.49","0.07","1,982,467.49","1,025,600.00","1.93","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2228","XTALPI HOLDINGS LTD","Health Care","Equity","1,975,758.66","0.07","1,975,758.66","1,892,000.00","1.04","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"392","BEIJING ENTERPRISES HOLDINGS LTD","Utilities","Equity","1,965,017.60","0.07","1,965,017.60","534,000.00","3.68","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"600919","BANK OF JIANGSU CORPORATION LTD A","Financials","Equity","1,964,569.55","0.07","1,964,569.55","1,171,590.00","1.68","China","Shanghai Stock Exchange","CNY"
"002714","MUYUAN FOODS GROUP LTD A","Consumer Staples","Equity","1,958,589.98","0.07","1,958,589.98","344,247.00","5.69","China","Shenzhen Stock Exchange","CNY"
"601985","CHINA NATIONAL NUCLEAR POWER LTD A","Utilities","Equity","1,957,188.80","0.07","1,957,188.80","1,501,800.00","1.30","China","Shanghai Stock Exchange","CNY"
"3360","FAR EAST HORIZON LTD","Financials","Equity","1,955,294.03","0.07","1,955,294.03","2,586,000.00","0.76","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"151","WANT WANT CHINA HOLDINGS LTD","Consumer Staples","Equity","1,938,927.42","0.07","1,938,927.42","4,499,000.00","0.43","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"390","CHINA RAILWAY GROUP LTD H","Industrials","Equity","1,936,668.03","0.07","1,936,668.03","4,534,000.00","0.43","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601939","CHINA CONSTRUCTION BANK CORP A","Financials","Equity","1,932,435.40","0.07","1,932,435.40","1,358,600.00","1.42","China","Shanghai Stock Exchange","CNY"
"300604","HANGZHOU CHANG CHUAN TECHNOLOGY LT","Information Technology","Equity","1,922,777.09","0.07","1,922,777.09","43,000.00","44.72","China","Shenzhen Stock Exchange","CNY"
"000338","WEICHAI POWER LTD A","Industrials","Equity","1,906,815.92","0.07","1,906,815.92","438,400.00","4.35","China","Shenzhen Stock Exchange","CNY"
"300033","HITHINK ROYALFLUSH INFORMATION NET","Financials","Equity","1,868,973.84","0.07","1,868,973.84","51,860.00","36.04","China","Shenzhen Stock Exchange","CNY"
"2883","CHINA OILFIELD SERVICES LTD H","Energy","Equity","1,853,292.19","0.07","1,853,292.19","2,250,000.00","0.82","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"3618","CHONGQING RURAL COMMERCIAL BANK LT","Financials","Equity","1,849,103.64","0.07","1,849,103.64","2,405,000.00","0.77","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"1908","C D INTERNATIONAL INVESTMENT GROUP","Real Estate","Equity","1,846,769.01","0.07","1,846,769.01","976,000.00","1.89","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"960","LONGFOR GROUP HOLDINGS LTD","Real Estate","Equity","1,837,700.82","0.07","1,837,700.82","2,238,000.00","0.82","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"000657","CHINA TUNGSTEN AND HIGHTECH MATERI","Materials","Equity","1,815,483.42","0.07","1,815,483.42","153,400.00","11.83","China","Shenzhen Stock Exchange","CNY"
"HSBFT","CASH COLLATERAL USD HSBFT","Cash and/or Derivatives","Cash Collateral and Margins","1,797,000.00","0.07","1,797,000.00","1,797,000.00","100.00","United States","-","USD"
"600406","NARI TECHNOLOGY LTD A","Industrials","Equity","1,788,278.36","0.07","1,788,278.36","524,940.00","3.41","China","Shanghai Stock Exchange","CNY"
"002938","AVARY HOLDING (SHENZHEN) LTD A","Information Technology","Equity","1,787,992.78","0.07","1,787,992.78","127,565.00","14.02","China","Shenzhen Stock Exchange","CNY"
"1882","HAITIAN INTERNATIONAL LTD","Industrials","Equity","1,768,348.04","0.07","1,768,348.04","704,000.00","2.51","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"916","CHINA LONGYUAN POWER GROUP CORP LT","Utilities","Equity","1,766,445.66","0.07","1,766,445.66","2,654,000.00","0.67","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601668","CHINA STATE CONSTRUCTION ENGINEERI","Industrials","Equity","1,729,509.16","0.06","1,729,509.16","2,595,600.00","0.67","China","Shanghai Stock Exchange","CNY"
"002353","YANTAI JEREH OILFIELD SERVICES GRO","Energy","Equity","1,711,477.54","0.06","1,711,477.54","68,000.00","25.17","China","Shenzhen Stock Exchange","CNY"
"002281","ACCELINK TECHNOLOGIES LTD A","Information Technology","Equity","1,685,553.24","0.06","1,685,553.24","54,821.00","30.75","China","Shenzhen Stock Exchange","CNY"
"600584","JCET GROUP LTD A","Information Technology","Equity","1,677,030.38","0.06","1,677,030.38","119,900.00","13.99","China","Shanghai Stock Exchange","CNY"
"600111","CHINA NORTHERN RARE EARTH (GROUP)","Materials","Equity","1,661,782.46","0.06","1,661,782.46","238,800.00","6.96","China","Shanghai Stock Exchange","CNY"
"300760","SHENZHEN MINDRAY BIO-MEDICAL ELECT","Health Care","Equity","1,656,550.72","0.06","1,656,550.72","80,100.00","20.68","China","Shenzhen Stock Exchange","CNY"
"601919","COSCO SHIPPING HOLDINGS LTD A","Industrials","Equity","1,655,042.00","0.06","1,655,042.00","804,850.00","2.06","China","Shanghai Stock Exchange","CNY"
"601100","JIANGSU HENGLI HYDRAULIC LTD A","Industrials","Equity","1,612,939.63","0.06","1,612,939.63","93,324.00","17.28","China","Shanghai Stock Exchange","CNY"
"600522","JIANGSU ZHONGTIAN TECHNOLOGY LTD A","Industrials","Equity","1,591,698.03","0.06","1,591,698.03","225,300.00","7.06","China","Shanghai Stock Exchange","CNY"
"600999","CHINA MERCHANTS SECURITIES LTD A","Financials","Equity","1,590,058.10","0.06","1,590,058.10","504,669.00","3.15","China","Shanghai Stock Exchange","CNY"
"601688","HUATAI SECURITIES LTD A","Financials","Equity","1,559,612.41","0.06","1,559,612.41","497,561.00","3.13","China","Shanghai Stock Exchange","CNY"
"9896","MINISO GROUP HOLDING LTD","Consumer Discretionary","Equity","1,549,810.27","0.06","1,549,810.27","514,600.00","3.01","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2367","GIANT BIOGENE HOLDING LTD","Consumer Staples","Equity","1,548,432.70","0.06","1,548,432.70","461,400.00","3.36","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"688521","VERISILICON MICROELECTRONICS (SHAN","Information Technology","Equity","1,529,603.93","0.06","1,529,603.93","34,734.00","44.04","China","Shanghai Stock Exchange","CNY"
"601658","POSTAL SAVINGS BANK OF CHINA LTD A","Financials","Equity","1,510,679.36","0.06","1,510,679.36","2,062,320.00","0.73","China","Shanghai Stock Exchange","CNY"
"600989","NINGXIA BAOFENG ENERGY GROUP LTD A","Materials","Equity","1,498,696.19","0.06","1,498,696.19","482,200.00","3.11","China","Shanghai Stock Exchange","CNY"
"600031","SANY HEAVY INDUSTRY LTD A","Industrials","Equity","1,494,259.16","0.06","1,494,259.16","537,783.00","2.78","China","Shanghai Stock Exchange","CNY"
"6186","CHINA FEIHE LTD","Consumer Staples","Equity","1,488,096.09","0.06","1,488,096.09","3,814,000.00","0.39","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"600887","INNER MONGOLIA YILI INDUSTRIAL GRO","Consumer Staples","Equity","1,478,844.22","0.06","1,478,844.22","401,034.00","3.69","China","Shanghai Stock Exchange","CNY"
"1585","YADEA GROUP HOLDINGS LTD","Consumer Discretionary","Equity","1,471,902.89","0.05","1,471,902.89","1,232,000.00","1.19","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"603288","FOSHAN HAI TIAN FLAVOURING & FOOD","Consumer Staples","Equity","1,463,679.91","0.05","1,463,679.91","289,605.00","5.05","China","Shanghai Stock Exchange","CNY"
"002352","S.F. HOLDING LTD A","Industrials","Equity","1,462,840.84","0.05","1,462,840.84","302,008.00","4.84","China","Shenzhen Stock Exchange","CNY"
"000988","HUAGONG TECH LTD A","Information Technology","Equity","1,462,099.00","0.05","1,462,099.00","66,400.00","22.02","China","Shenzhen Stock Exchange","CNY"
"000792","QINGHAI SALT LAKE INDUSTRY LTD A","Materials","Equity","1,442,171.07","0.05","1,442,171.07","335,200.00","4.30","China","Shenzhen Stock Exchange","CNY"
"600028","CHINA PETROLEUM & CHEMICAL CORP A","Energy","Equity","1,436,097.68","0.05","1,436,097.68","2,025,583.00","0.71","China","Shanghai Stock Exchange","CNY"
"688120","HWATSING TECHNOLOGY LTD A","Information Technology","Equity","1,434,917.27","0.05","1,434,917.27","36,265.00","39.57","China","Shanghai Stock Exchange","CNY"
"601872","CHINA MERCHANTS ENERGY SHIPPING LT","Energy","Equity","1,418,092.82","0.05","1,418,092.82","545,300.00","2.60","China","Shanghai Stock Exchange","CNY"
"601869","YANGTZE OPTICAL FIBRE AND CABLE JO","Information Technology","Equity","1,397,618.60","0.05","1,397,618.60","21,500.00","65.01","China","Shanghai Stock Exchange","CNY"
"300857","SHARETRONIC DATA TECHNOLOGY LTD A","Information Technology","Equity","1,397,219.51","0.05","1,397,219.51","32,380.00","43.15","China","Shenzhen Stock Exchange","CNY"
"2026","PONY AI INC","Information Technology","Equity","1,390,917.78","0.05","1,390,917.78","202,200.00","6.88","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2380","CHINA POWER INTERNATIONAL DEVELOPM","Utilities","Equity","1,382,674.56","0.05","1,382,674.56","3,929,000.00","0.35","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"000063","ZTE CORP A","Information Technology","Equity","1,355,426.36","0.05","1,355,426.36","253,993.00","5.34","China","Shenzhen Stock Exchange","CNY"
"601336","NEW CHINA LIFE INSURANCE LTD A","Financials","Equity","1,343,016.40","0.05","1,343,016.40","141,602.00","9.48","China","Shanghai Stock Exchange","CNY"
"600160","ZHEJIANG JU HUA LTD A","Materials","Equity","1,339,641.83","0.05","1,339,641.83","185,679.00","7.21","China","Shanghai Stock Exchange","CNY"
"600809","SHANXI XINGHUACUN FEN WINE FACTORY","Consumer Staples","Equity","1,323,425.00","0.05","1,323,425.00","80,520.00","16.44","China","Shanghai Stock Exchange","CNY"
"968","XINYI SOLAR HOLDINGS LTD","Information Technology","Equity","1,309,889.33","0.05","1,309,889.33","4,892,000.00","0.27","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"601818","CHINA EVERBRIGHT BANK LTD A","Financials","Equity","1,304,252.71","0.05","1,304,252.71","2,897,700.00","0.45","China","Shanghai Stock Exchange","CNY"
"688361","SKYVERSE TECHNOLOGY LTD A","Information Technology","Equity","1,293,647.57","0.05","1,293,647.57","25,641.00","50.45","China","Shanghai Stock Exchange","CNY"
"000776","GF SECURITIES LTD A","Financials","Equity","1,291,181.00","0.05","1,291,181.00","367,900.00","3.51","China","Shenzhen Stock Exchange","CNY"
"601766","CRRC CORP LTD A","Industrials","Equity","1,290,684.71","0.05","1,290,684.71","1,613,000.00","0.80","China","Shanghai Stock Exchange","CNY"
"601009","BANK OF NANJING LTD A","Financials","Equity","1,263,719.21","0.05","1,263,719.21","805,947.00","1.57","China","Shanghai Stock Exchange","CNY"
"300442","RANGE INTELLIGENT COMPUTING TECHNO","Information Technology","Equity","1,252,620.44","0.05","1,252,620.44","105,200.00","11.91","China","Shenzhen Stock Exchange","CNY"
"300014","EVE ENERGY LTD A","Industrials","Equity","1,240,967.05","0.05","1,240,967.05","142,104.00","8.73","China","Shenzhen Stock Exchange","CNY"
"600346","HENGLI PETROCHEMICAL LTD A","Materials","Equity","1,229,946.02","0.05","1,229,946.02","446,200.00","2.76","China","Shanghai Stock Exchange","CNY"
"601229","BANK OF SHANGHAI LTD A","Financials","Equity","1,225,600.43","0.05","1,225,600.43","920,690.00","1.33","China","Shanghai Stock Exchange","CNY"
"600690","HAIER SMART HOME LTD A","Consumer Discretionary","Equity","1,220,542.18","0.05","1,220,542.18","403,200.00","3.03","China","Shanghai Stock Exchange","CNY"
"600050","CHINA UNITED NETWORK COMMUNICATION","Communication","Equity","1,216,828.42","0.05","1,216,828.42","2,012,800.00","0.60","China","Shanghai Stock Exchange","CNY"
"688249","NEXCHIP SEMICONDUCTOR CORP A","Information Technology","Equity","1,203,248.20","0.04","1,203,248.20","133,056.00","9.04","China","Shanghai Stock Exchange","CNY"
"300223","INGENIC SEMICONDUCTOR LTD A","Information Technology","Equity","1,179,686.70","0.04","1,179,686.70","31,700.00","37.21","China","Shenzhen Stock Exchange","CNY"
"002600","LINGYI ITECH (GUANGDONG) A","Information Technology","Equity","1,177,173.35","0.04","1,177,173.35","493,100.00","2.39","China","Shenzhen Stock Exchange","CNY"
"002080","SINOMA SCIENCE & TECHNOLOGY LTD A","Materials","Equity","1,175,987.65","0.04","1,175,987.65","104,400.00","11.26","China","Shenzhen Stock Exchange","CNY"
"000977","INSPUR ELECTRONIC INFORMATION INDU","Information Technology","Equity","1,167,489.98","0.04","1,167,489.98","113,860.00","10.25","China","Shenzhen Stock Exchange","CNY"
"688347","HUA HONG GRACE SEMICONDUCTOR LTD A","Information Technology","Equity","1,165,473.64","0.04","1,165,473.64","25,586.00","45.55","China","Shanghai Stock Exchange","CNY"
"601066","CHINA SECURITIES LTD A","Financials","Equity","1,163,511.27","0.04","1,163,511.27","275,999.00","4.22","China","Shanghai Stock Exchange","CNY"
"300475","SHANNON SEMICONDUCTOR TECHNOLOGY L","Information Technology","Equity","1,157,681.85","0.04","1,157,681.85","29,700.00","38.98","China","Shenzhen Stock Exchange","CNY"
"603501","OMNIVISION INTEGRATED CIRCUITS GRO","Information Technology","Equity","1,153,798.49","0.04","1,153,798.49","80,867.00","14.27","China","Shanghai Stock Exchange","CNY"
"605117","NINGBO DEYE TECHNOLOGY LTD A","Industrials","Equity","1,153,072.41","0.04","1,153,072.41","81,556.00","14.14","China","Shanghai Stock Exchange","CNY"
"600019","BAOSHAN IRON & STEEL LTD A","Materials","Equity","1,149,540.02","0.04","1,149,540.02","1,383,212.00","0.83","China","Shanghai Stock Exchange","CNY"
"688396","CHINA RESOURCES MICROELECTRONICS L","Information Technology","Equity","1,132,936.08","0.04","1,132,936.08","89,530.00","12.65","China","Shanghai Stock Exchange","CNY"
"688082","ACM RESEARCH (SHANGHAI) INC A","Information Technology","Equity","1,130,933.15","0.04","1,130,933.15","20,613.00","54.87","China","Shanghai Stock Exchange","CNY"
"002493","RONGSHENG PETRO CHEMICAL LTD A","Materials","Equity","1,121,689.35","0.04","1,121,689.35","621,500.00","1.80","China","Shenzhen Stock Exchange","CNY"
"600673","GUANGDONG HEC TECHNOLOGY HOLDING L","Materials","Equity","1,118,925.06","0.04","1,118,925.06","206,600.00","5.42","China","Shanghai Stock Exchange","CNY"
"000408","ZANGGE MINING LTD A","Materials","Equity","1,112,254.77","0.04","1,112,254.77","101,200.00","10.99","China","Shenzhen Stock Exchange","CNY"
"000568","LUZHOU LAO JIAO LTD A","Consumer Staples","Equity","1,100,064.43","0.04","1,100,064.43","95,600.00","11.51","China","Shenzhen Stock Exchange","CNY"
"600016","CHINA MINSHENG BANKING CORP LTD A","Financials","Equity","1,094,533.50","0.04","1,094,533.50","2,227,900.00","0.49","China","Shanghai Stock Exchange","CNY"
"600188","YANKUANG ENERGY GROUP LTD A","Energy","Equity","1,077,933.96","0.04","1,077,933.96","389,805.00","2.77","China","Shanghai Stock Exchange","CNY"
"601169","BANK OF BEIJING LTD A","Financials","Equity","1,063,785.32","0.04","1,063,785.32","1,407,032.00","0.76","China","Shanghai Stock Exchange","CNY"
"600926","BANK OF HANGZHOU LTD A","Financials","Equity","1,060,273.01","0.04","1,060,273.01","469,900.00","2.26","China","Shanghai Stock Exchange","CNY"
"600549","XIAMEN TUNGSTEN LTD A","Materials","Equity","1,059,708.47","0.04","1,059,708.47","101,700.00","10.42","China","Shanghai Stock Exchange","CNY"
"688126","NATIONAL SILICON INDUSTRY GROUP LT","Information Technology","Equity","1,057,217.52","0.04","1,057,217.52","207,671.00","5.09","China","Shanghai Stock Exchange","CNY"
"600660","FUYAO GLASS INDUSTRY GROUP LTD A","Consumer Discretionary","Equity","1,047,612.41","0.04","1,047,612.41","132,432.00","7.91","China","Shanghai Stock Exchange","CNY"
"000166","SHENWAN HONGYUAN GROUP LTD A","Financials","Equity","1,043,864.68","0.04","1,043,864.68","1,522,900.00","0.69","China","Shenzhen Stock Exchange","CNY"
"688111","BEIJING KINGSOFT OFFICE SOFTWARE I","Information Technology","Equity","1,037,311.75","0.04","1,037,311.75","33,934.00","30.57","China","Shanghai Stock Exchange","CNY"
"601689","NINGBO TUOPU GROUP CLS LTD A","Consumer Discretionary","Equity","1,029,293.54","0.04","1,029,293.54","115,530.00","8.91","China","Shanghai Stock Exchange","CNY"
"688629","SICHUAN HUAFENG TECHNOLOGY LTD A","Industrials","Equity","1,028,369.48","0.04","1,028,369.48","34,738.00","29.60","China","Shanghai Stock Exchange","CNY"
"688702","SUZHOU CENTEC COMMUNICATIONS LTD A","Information Technology","Equity","1,027,494.16","0.04","1,027,494.16","19,567.00","52.51","China","Shanghai Stock Exchange","CNY"
"601600","ALUMINUM CORPORATION OF CHINA LTD","Materials","Equity","1,019,071.86","0.04","1,019,071.86","817,000.00","1.25","China","Shanghai Stock Exchange","CNY"
"601995","CHINA INTERNATIONAL CAPITAL CORP L","Financials","Equity","1,006,249.62","0.04","1,006,249.62","183,700.00","5.48","China","Shanghai Stock Exchange","CNY"
